PosX,PosY
-389.4,-326
-389,-325
-388.6,-324
-388.2,-323
-387.8,-322
-387.4,-321
-387,-320
-386.7,-319
-386.4,-318
-386.1,-317
-385.8,-316
-385.5,-315
-385.2,-314
-384.9,-313
-384.6,-312
-384.3,-311
-384,-310
-383.6,-309
-383.2,-308
-382.8,-307
-382.4,-306
-382,-305
-381.6,-304
-381.2,-303
-380.8,-302
-380.4,-301
-380,-300
-379.3,-299
-378.6,-298
-377.9,-297
-377.2,-296
-376.5,-295
-375.8,-294
-375.1,-293
-374.4,-292
-373.7,-291
-373,-290
-372.3,-289
-371.6,-288
-370.9,-287
-370.2,-286
-369.5,-285
-368.8,-284
-368.1,-283
-367.4,-282
-366.7,-281
-366,-280
-365.1,-279
-364.2,-278
-363.3,-277
-362.4,-276
-361.5,-275
-360.6,-274
-359.7,-273
-358.8,-272
-357.9,-271
-357,-270
-355.6,-269
-354.2,-268
-352.8,-267
-351.4,-266
-350,-265
-348.6,-264
-347.2,-263
-345.8,-262
-344.4,-261
-343,-260
-341.2,-259
-339.4,-258
-337.6,-257
-335.8,-256
-334,-255
-332.2,-254
-330.4,-253
-328.6,-252
-326.8,-251
-325,-250
-321.43,-249
-317.86,-248
-314.29,-247
-310.72,-246
-307.15,-245
-303.58,-244
-300,-243
-200,-243.57
-100,-243.57
100,-243.57
200,-243.57
270,-243.57
271,-243.113
272,-242.656
273,-242.199
274,-241.742
275,-241.285
276,-240.828
277,-240.371
278,-239.914
279,-239.457
280,-239
281,-238.7
282,-238.4
283,-238.1
284,-237.8
285,-237.5
286,-237.2
287,-236.9
288,-236.6
289,-236.3
290,-236
291,-235.6
292,-235.2
293,-234.8
294,-234.4
295,-234
296,-233.6
297,-233.2
298,-232.8
299,-232.4
300,-232
301,-231.3
302,-230.6
303,-229.9
304,-229.2
305,-228.5
306,-227.8
307,-227.1
308,-226.4
309,-225.7
310,-225
311,-224.1
312,-223.2
313,-222.3
314,-221.4
315,-220.5
316,-219.6
317,-218.7
318,-217.8
319,-216.9
320,-216
321,-214.9
322,-213.8
323,-212.7
324,-211.6
325,-210.5
326,-209.4
327,-208.3
328,-207.2
329,-206.1
330,-205
331,-203.4
332,-201.8
333,-200.2
334,-198.6
335,-197
336,-195.4
337,-193.8
338,-192.2
339,-190.6
340,-189
341,-187.1
342,-185.2
343,-183.3
344,-181.4
345,-179.5
346,-177.6
347,-175.7
348,-173.8
349,-171.9
350,-170
351,-167
352,-164
353,-161
354,-158
355,-155
356,-152
357,-149
358,-146
359,-143
360,-140
359.13,-130
359.13,-100
359.13,0
359.13,100
359.13,200
359.13,300
359.13,400
359.13,410
358.917,411
358.704,412
358.491,413
358.278,414
358.065,415
357.852,416
357.639,417
357.426,418
357.213,419
357,420
356.8,421
356.6,422
356.4,423
356.2,424
356,425
355.8,426
355.6,427
355.4,428
355.2,429
355,430
354.6,431
354.2,432
353.8,433
353.4,434
353,435
352.6,436
352.2,437
351.8,438
351.4,439
351,440
350.5,441
350,442
349.5,443
349,444
348.5,445
348,446
347.5,447
347,448
346.5,449
346,450
345.4,451
344.8,452
344.2,453
343.6,454
343,455
342.4,456
341.8,457
341.2,458
340.6,459
340,460
339.3,461
338.6,462
337.9,463
337.2,464
336.5,465
335.8,466
335.1,467
334.4,468
333.7,469
333,470
331.9,471
330.8,472
329.7,473
328.6,474
327.5,475
326.4,476
325.3,477
324.2,478
323.1,479
322,480
320.5,481
319,482
317.5,483
316,484
314.5,485
313,486
311.5,487
310,488
308.5,489
307,490
305.1,491
303.2,492
301.3,493
299.4,494
297.5,495
295.6,496
293.7,497
291.8,498
289.9,499
288,500
284.5,501
281,502
277.5,503
274,504
270.5,505
267,506
263.5,507
260,508
256.5,509
253,510
200,509.44
100,509.44
0,509.44
-100,509.44
-190,509.44
-191,509.296
-192,509.152
-193,509.008
-194,508.864
-195,508.72
-196,508.576
-197,508.432
-198,508.288
-199,508.144
-200,508
-201,507.7
-202,507.4
-203,507.1
-204,506.8
-205,506.5
-206,506.2
-207,505.9
-208,505.6
-209,505.3
-210,505
-211,504.6
-212,504.2
-213,503.8
-214,503.4
-215,503
-216,502.6
-217,502.2
-218,501.8
-219,501.4
-220,501
-221,500.4
-222,499.8
-223,499.2
-224,498.6
-225,498
-226,497.4
-227,496.8
-228,496.2
-229,495.6
-230,495
-231,494.3
-232,493.6
-233,492.9
-234,492.2
-235,491.5
-236,490.8
-237,490.1
-238,489.4
-239,488.7
-240,488
-241,487.2
-242,486.4
-243,485.6
-244,484.8
-245,484
-246,483.2
-247,482.4
-248,481.6
-249,480.8
-250,480
-251,478.9
-252,477.8
-253,476.7
-254,475.6
-255,474.5
-256,473.4
-257,472.3
-258,471.2
-259,470.1
-260,469
-261,467.5
-262,466
-263,464.5
-264,463
-265,461.5
-266,460
-267,458.5
-268,457
-269,455.5
-270,454
-271,451.6
-272,449.2
-273,446.8
-274,444.4
-275,442
-276,439.6
-277,437.2
-278,434.8
-279,432.4
-280,430
-281,424
-282,418
-283,412
-284,406
-285,400
-285.94,340
-285.646,339
-285.352,338
-285.058,337
-284.764,336
-284.47,335
-284.176,334
-283.882,333
-283.588,332
-283.294,331
-283,330
-282.7,329
-282.4,328
-282.1,327
-281.8,326
-281.5,325
-281.2,324
-280.9,323
-280.6,322
-280.3,321
-280,320
-279.6,319
-279.2,318
-278.8,317
-278.4,316
-278,315
-277.6,314
-277.2,313
-276.8,312
-276.4,311
-276,310
-275.5,309
-275,308
-274.5,307
-274,306
-273.5,305
-273,304
-272.5,303
-272,302
-271.5,301
-271,300
-270.2,299
-269.4,298
-268.6,297
-267.8,296
-267,295
-266.2,294
-265.4,293
-264.6,292
-263.8,291
-263,290
-262.1,289
-261.2,288
-260.3,287
-259.4,286
-258.5,285
-257.6,284
-256.7,283
-255.8,282
-254.9,281
-254,280
-252.9,279
-251.8,278
-250.7,277
-249.6,276
-248.5,275
-247.4,274
-246.3,273
-245.2,272
-244.1,271
-243,270
-241.6,269
-240.2,268
-238.8,267
-237.4,266
-236,265
-234.6,264
-233.2,263
-231.8,262
-230.4,261
-229,260
-227,259
-225,258
-223,257
-221,256
-219,255
-217,254
-215,253
-213,252
-211,251
-209,250
-204.375,249
-199.75,248
-195.125,247
-190.5,246
-185.875,245
-181.25,244
-176.625,243
-172,242
-120,242.98
-119,242.782
-118,242.584
-117,242.386
-116,242.188
-115,241.99
-114,241.792
-113,241.594
-112,241.396
-111,241.198
-110,241
-109,240.8
-108,240.6
-107,240.4
-106,240.2
-105,240
-104,239.8
-103,239.6
-102,239.4
-101,239.2
-100,239
-99,238.8
-98,238.6
-97,238.4
-96,238.2
-95,238
-94,237.8
-93,237.6
-92,237.4
-91,237.2
-90,237
-89,236.7
-88,236.4
-87,236.1
-86,235.8
-85,235.5
-84,235.2
-83,234.9
-82,234.6
-81,234.3
-80,234
-79,233.7
-78,233.4
-77,233.1
-76,232.8
-75,232.5
-74,232.2
-73,231.9
-72,231.6
-71,231.3
-70,231
-69,230.5
-68,230
-67,229.5
-66,229
-65,228.5
-64,228
-63,227.5
-62,227
-61,226.5
-60,226
-59,225.3
-58,224.6
-57,223.9
-56,223.2
-55,222.5
-54,221.8
-53,221.1
-52,220.4
-51,219.7
-50,219
-49,218.2
-48,217.4
-47,216.6
-46,215.8
-45,215
-44,214.2
-43,213.4
-42,212.6
-41,211.8
-40,211
-39,210.1
-38,209.2
-37,208.3
-36,207.4
-35,206.5
-34,205.6
-33,204.7
-32,203.8
-31,202.9
-30,202
-29,200.9
-28,199.8
-27,198.7
-26,197.6
-25,196.5
-24,195.4
-23,194.3
-22,193.2
-21,192.1
-20,191
-19,189.1
-18,187.2
-17,185.3
-16,183.4
-15,181.5
-14,179.6
-13,177.7
-12,175.8
-11,173.9
-10,172
-9,169.1
-8,166.2
-7,163.3
-6,160.4
-5,157.5
-4,154.6
-3,151.7
-2,148.8
-1,145.9
0,143
0,100
0,50
